source,bytes,sha256,group,scenario,disposition,destination,purpose,producer,dependencies
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/annual_quintile_summaries.csv,15358,4af9d2814f7cc1b0b9e2e3a207402f7ff831814b68b52c175aba3a239b4e881b,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/calendar_adjusted_excluding_interventions.csv,2045,4299da0a6444e3ec25ed3b25d98cee73ba4a54f81289ebe2ae942161220c957e,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/calendar_adjusted_rank_correlations.csv,2034,200d25b9509cb7241a5d5e352cdb98ee7d924d06bc27d557190a24d67de801bf,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/calendar_adjusted_rounded.csv,2048,c16a42f218b01ac26707bec35932c1e8f196ad4fc8ed7411b28608f31120a327,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/feature_correlations.csv,3843,0d492622f18c9a097f860c7c5d4e4d76ce36c9446a15831553b46ce472f4cee2,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/joined_intervals.csv,5732144,59fd7965f4bda4c8fbb26878eed014cb09373ddb300432aa4041d0424dbc4ced,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/provenance.json,4335,156b040f67020c5ee275085267ba595bc9553b4eddd3a08ecf92d26708035c6f,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/spearman.csv,2048,46de074c0696854c467c312cb0a5e7234e55eacd3b42ef06087e0b45bc4f3331,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_correlations_20260916T155039670106Z/stress_correlations.png,221393,01075a9238f3769a240c8f5889c79c0c3513a272015b127471c0287c1d12a793,s5_analysis/stress_correlations_20260916T155039670106Z,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",Exact producing invocation not established; retain historical/unverified rather than promote as authority,Original metadata and named source paths where present; see group disposition
outputs/s5_analysis/stress_matrix_notebook_preview.png,126221,e9b3bf90e306587e1fd033616ecdb8b4821646edaff26d564984979623702389,s5_analysis/stress_matrix_notebook_preview.png,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/s5_analysis/stress_pairs_notebook_preview.png,744598,78b964aa6888c06f91995f1c0368f9fdd51ad87f25e32bc514fa5ae1b7d97e93,s5_analysis/stress_pairs_notebook_preview.png,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/s5_analysis/test_dashboard_support.py,3649,dce236c5239b8614454a6a3111916e3ef7489d14dd8e2713111039e0b6a33619,s5_analysis/test_dashboard_support.py,analytical Case118 S4/S5; historical snapshots retain their own coverage,promote,tests/test_case118_s5_dashboard.py,"Selected code, final evidence, or documented run provenance",outputs/s5_analysis/test_dashboard_support.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/tracy_source_inventory_20260917.json,6254,bbdf7a9804a7a6d5f8d0ff76033dc18d6133d1953756660fdf1360641572706d,s5_analysis/tracy_source_inventory_20260917.json,Tracy source inspection only,promote,experiments/case118_annual_hierarchy/analysis/artifacts/tracy_source_inventory_20260917.json,"Selected code, final evidence, or documented run provenance","Read-only Tracy source inspection, 2026-09-17; exact invocation not retained",Paths and identities recorded in JSON; not generated study data
outputs/s5_analysis/update_wallclock_policy.py,9607,1768703cc38d7283e117cac93757b675bc22146c6c9c1e65fbe8e566a4d80d5d,s5_analysis/update_wallclock_policy.py,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools",outputs/s5_analysis/update_wallclock_policy.py (source code; not a generated result),"Imports, environment variables and input paths are specified in this source; see group disposition"
outputs/s5_analysis/walltime_since_computer_restart_640.json,180831,e994a1b2a6cfa532cbe408baad6f4e7d94576247729900f661fa6b11fd4f61c4,s5_analysis/walltime_since_computer_restart_640.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/s5_analysis/walltime_since_computer_restart_640.png,155933,7e90f006c7c35bef0e2dcc7122438ad9e8c241196f824c3b08dc7562cf77d4bf,s5_analysis/walltime_since_computer_restart_640.png,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-historical,,"Interim diagnostic/plot/code or superseded exploratory output; preserve originals, use selected final evidence and reviewed tools","Nearby candidate producer(s), exact invocation not established: outputs/s5_analysis/analyze_dispatch_changes.py; outputs/s5_analysis/analyze_stress_correlations.py; outputs/s5_analysis/dashboard_stress.py; outputs/s5_analysis/dashboard_support.py; outputs/s5_analysis/plot_histograms_645.py; outputs/s5_analysis/plot_histograms_current.py; outputs/s5_analysis/plot_parallel_throughput.py; outputs/s5_analysis/plot_runtime_by_interval_1103.py; outputs/s5_analysis/plot_runtime_wallclock_1103.py; outputs/s5_analysis/plot_runtime_wallclock_current.py; outputs/s5_analysis/plot_since_computer_restart.py; outputs/s5_analysis/render_dispatch_changes.py; outputs/s5_analysis/render_dispatch_heatmaps.py; outputs/s5_analysis/render_timing_snapshot.py; outputs/s5_analysis/s5_dashboard.py; outputs/s5_analysis/test_dashboard_support.py; outputs/s5_analysis/update_wallclock_policy.py",Original source paths in scripts and retained artifact metadata; plotting environment
outputs/s5_authority/S5_INTERVAL_2448_CONTINUATION_CONTRACT.json,7203,68e613087a2e155079c8fb62495cecee8489cf17ec86fa14be8eb45a2a1e19b5,s5_authority/S5_INTERVAL_2448_CONTINUATION_CONTRACT.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_INTERVAL_2448_NUMERICAL_EXECUTION_AUTHORITY.json,1024,81bba9aa13e29d48e46e83fd72676cb588d0e45e6c043d2bce9aaf66515db06f,s5_authority/S5_INTERVAL_2448_NUMERICAL_EXECUTION_AUTHORITY.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_NUMERICAL_EXECUTION_AUTHORITY.json,867,96050adae727d40ebc46dd03c3817ae8f3bd39d178751bea62074f94167d7d98,s5_authority/S5_NUMERICAL_EXECUTION_AUTHORITY.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_RECOVERY_AUDIT_CONTINUATION_CONTRACT.json,4679,a7168bd85e2ffe6ebdaf275340101a9e0e55123d374e1edaaa3838e0b5522d59,s5_authority/S5_RECOVERY_AUDIT_CONTINUATION_CONTRACT.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_RECOVERY_AUDIT_NUMERICAL_EXECUTION_AUTHORITY.json,1024,6331f4690269086cef39d51db7c1c65b1933e458ba80c3142aeac80762e7db29,s5_authority/S5_RECOVERY_AUDIT_NUMERICAL_EXECUTION_AUTHORITY.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_WINDOW_RETRY_CONTINUATION_CONTRACT.json,4907,a0de687414062a6864bfd7f51b5416fd6550dc6c2e84f484f1a8cfe25a7cb4d8,s5_authority/S5_WINDOW_RETRY_CONTINUATION_CONTRACT.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/S5_WINDOW_RETRY_NUMERICAL_EXECUTION_AUTHORITY.json,963,d71e3661278f26b5257993dfb1b4a2f7fdb3641695ab6ad8cee48b206efef842,s5_authority/S5_WINDOW_RETRY_NUMERICAL_EXECUTION_AUTHORITY.json,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/continuation_0c130b0/BINDING_VERIFICATION.json,3145,7f54c6b6fac95ce50882957033ea7784712e6d85ac971303c6c1e89965f28211,s5_authority/continuation_0c130b0,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/continuation_0c130b0/S5_NUMERICAL_EXECUTION_AUTHORITY.json,1024,23dc661e3fe5bd0430b572605394687a08db58a68817e2deb994c0519e468b7d,s5_authority/continuation_0c130b0,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/continuation_0c130b0/S5_REVIEWED_SOURCE_VERSION_CONTINUATION.json,9560,7f1bb6b325c51686af8d32357c6383e10282f4d2434625258a1b3b8fc6bb3763,s5_authority/continuation_0c130b0,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/continuation_0c130b0/s5-resume.log,1366,4107e479b744ade52212dff54fa2d9e1ee78fdca444f3ffe41b79437282c5d77,s5_authority/continuation_0c130b0,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/s5-launch.log,1366,f529e62e24ba1e689e54ffa52b0725469b87d6e96691caba0c4367efe0da2e50,s5_authority/s5-launch.log,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/s5-recovery-audit-launch.log,1367,20cb714e11e1da7431fa15097b1a56c3abef44ce63058ed159ff89b981f3eb92,s5_authority/s5-recovery-audit-launch.log,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/CUTOVER_RESULT.json,1257,973b6ca05fb7288ff55e51a3839998a4e909efe452ce9ffd2ca40bbd9046df29,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_GIT_DRIFT_CONTINUATION_RECORD.json,5355652,94d201b382536798e2f977676c422451974d81c434d008c5f9897c0865f02d30,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_GIT_DRIFT_NUMERICAL_EXECUTION_AUTHORITY.json,1069,a5e29c2f6edd561e141372a5c96bc9b8e40dae7dfcb4dbfb5b7198d955d8c8f9,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_RECOVERY_AUDIT_CONTINUATION_CONTRACT.json,4679,a7168bd85e2ffe6ebdaf275340101a9e0e55123d374e1edaaa3838e0b5522d59,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_RECOVERY_AUDIT_NUMERICAL_EXECUTION_AUTHORITY.json,1024,6331f4690269086cef39d51db7c1c65b1933e458ba80c3142aeac80762e7db29,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_SPECULATIVE_NUMERICAL_EXECUTION_AUTHORITY.json,1039,27735506d6995ebbeded4233aec2d79d4f2489263cebe238f21e74eda71a4abf,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_SPECULATIVE_RETRY_NUMERICAL_EXECUTION_AUTHORITY.json,1039,07d94696f90317fbd3aceea567dd4d3c8d4ccc28e62a758036111c7cff8889db,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/S5_SPECULATIVE_REVISION2_NUMERICAL_EXECUTION_AUTHORITY.json,1068,402c1ea5477f8511ef288e4393ee97029907f12dfb8781fa9166511789e4cc4c,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/com.cvxopf.s5.revision2.plist,1405,d86b2f58eb8235ad01da8242082b0ec60c28b02197662c65682ce6308a7d37a3,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch-002.log,992,feef5bb3d2fab1479da78f327db39e19a762da374b844773adbcba9f016c2ea5,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch-003.log,5882,ca04f9610736b63add064fdc2805b0725824519eb446f798433bf82987f0da4d,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch-004.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch-005.log,7435,f4b9d170667b5b7c15045c07a4641b7cbe526ba9dc4b030518bb43dea1a4da24,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch-006.log,0,e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/launch.log,5420,df397a077aa5713ba407f810269d3055ec2d62d2362f5c07bbdb195e52216865,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/rejected-binding-575f712/REJECTION.json,501,8c6b66ff6c93f261d74e5e75ca873d9851410e4574dbedb8b9c82f9e37994d10,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/rejected-binding-575f712/S5_SPECULATIVE_REVISION2_NUMERICAL_EXECUTION_AUTHORITY.json,1068,5538ea215e4ec0d8b375e178e6e0654f3754407d89e5ee4ba73aa538416790d3,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/rejected-binding-575f712/speculative-policy-source-transition-002.json,3855398,919de8b47cdd490d184310a47d75c1bf9db7ad056fea2abff1f8082367dd4c4a,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/operator-intervention-002448.json,511131,55512372dad547ab0331750cd74badf010fd85b3ec33c2c3e7096c31e4439b3a,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/progress.json,4695,5e70ab2be75fd2aeec0473110893e2ade7d573783b1ab7868db642a5cd3857b4,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/recovery-audit-source-transition.json,1416673,109f0bcb18e0dc6a7cd4c81e66569ffa8212f419753d77402f0f325639951690,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/reviewed-continuation-000.json,4696,17b773673a014f29c4bd21b80c1dcb5b230c6760d66e26dc76f1df6c551d4d6a,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
outputs/s5_authority/speculative-cutover/stopping-pointers/reviewed-continuation-001.json,5439,6f1262020f0b50d268c82516c7a9ac8970a868575abfe6fd82cb4fbe3bc23c30,s5_authority/speculative-cutover,analytical Case118 S4/S5; historical snapshots retain their own coverage,retain-archive,,Historical operational authority/diagnostic evidence; not an instruction or authorization for new studies,"S5 operational record; exact producer where recorded in embedded command/source metadata, otherwise not established","Historical source fingerprint, fixture, manifest, checkpoints, process receipts; not current execution authority"
